@relation opinion
@attribute sentence string
@attribute category {positive,negative,neutral,objective}
@data
' Who is Richard Wright? Have Man City signed an amateur footballer? ',positive
' @ukbieberday Justin is going tea time with sophia grace and rose tomorrow on the Ellen show at 4 on Really :) ',positive
' "@matty_b30: @bamberwove It could be a... ghost!!" dont say that! i will have ghost hunters in here! ',neutral
' Happy New Year to those who aren t into "Anno Domini". Shana Tovah & all that good jazz! Looking forward to the Chinese New Year in Feb. ',positive
' Watching The Grey with Liam Neeson. One of my twitter friends recommend. And it s really good. Thanks for Tuesday night s entertainment. ',positive
' A few Sandusky costumes may have been in poor taste today, but the Old Joe Pa statue in Happy Valley was legit. pic.twitter.com/Pm8ZZDYz ',negative
' Hello from Dublin! Tomorrow we re playing at The Button Factory. Onstage at 9, but if you come for @toquiwa_jp at 8, you won t regret it! ',positive
' We are live! UFC on Fuel Tv! 1st fight of the day :) ',positive
' @whiteboytatted @PaperChaseEnt_ y all tryna fuck with Chapel Hill tomorrow night??? ',negative
' @Real_Liam_Payne Saturday, I buy my ticket for the #TMHTOUR in Belgium! I m so happy! ',positive
' #Grooves (2300 Pierce) This Friday Sept28th Kendrick Perkins NBA Back to Camp Party with @KDTrey5 and OKC Teammates | pic.twitter.com/8f0Y973J ',objective
' So I have a red eye flight home from CA Sat. night at 1AM PST w/ layover in Dallas on CST along with the clocks being pushed back an hour. ',negative
' The best thing about a Thursday night is definitely Celebrity Juice #hilarious ',positive
' Ima Go Watch Twilight ! Either Way! ',positive
' Friday night an it s dead. Suppose I should go bed, watch spartacus and nurse a glass of rum as I have no coke:( #SendMeToAsleep ',negative
' @mg91 Dickens tomorrow night mate? ',neutral
' Who wants a love like Johnny and June? I want a love like Blake and Miranda. #LoveThem #Obsessed ',positive
' Noel Gallagher tomorrow.. can t wait to see the legend!!!!! ',positive
' @SoBoTucker is debunking reports that he consumed 14 hot dogs in one sitting in Martinsville Speedway press box. Says it was closer to 6-8. ',negative
' Chasing the Northern Lights by Alan Tan. Nice article and photo in yest Straits Times - 30 Oct Page C9. ',positive
' Nick Diaz getting the start at PK for the 2nd straight week. ',objective
' Saw two bill boards with Christmas on them and CVs had candy for Christmas, 22 more days til black friday ',neutral
' The fact Trapatoni still doesn t speak proper English shows his lack of commitment to this job. ',neutral
' I m gonna hit the victor cruz if my classes get cancelled tomorrow ',negative
' We are excited to announce our next Day on the Green on Sunday January 27th - Australia Day Long Weekend! We are... http://fb.me/1ChA9SJDd  ',positive
' Daniels good-humored on comedy show: Indiana Gov. Mitch Daniels was a good sport Thursday when he appeared on "T... http://bit.ly/XEWBFu  ',positive
' Making a sign for #Kate s NYC Marathon on Sunday for @ALZNYC Charity. What do you think? Was never any good at art.... pic.twitter.com/y6eq2w0I ',objective
' @MitchyThomas92 haha sounds like a much better plan! X ',positive
' "Happy Valentines Day" awkward cuz its def not february 14th in the U.S.... ',positive
' Last night s dream was ace but it ll never happen nonono I want to see Spector:(( ',positive
' Nasheed, you have endorsed CoNi report today. Please don t change your mind tomorrow ',neutral
' Michael Jackson radio may be one of the softest stations. But got damn has some good jams. ',positive
' Denzel Washington & Brian Geraghty gear up for one heck of a ride in this exclusive clip from FLIGHT! See it tomorrow. http://bit.ly/WbAuZq  ',objective
' Our Wacky Wednesday promo, is going a bit Ground Hog Day!!! I say our Our Wacky Wednesday promo, is going a bit... http://fb.me/1KHYbtrXz  ',negative
' Just close your eyes the sun is going down. You ll be alright no one can hurt you now. The morning light you and I will be Safe and Sound... ',positive
' Spending Friday night with my main man Charles Dickens. ',neutral
' Q1 5:30. Alex Smith pass to Kyle Williams to the San Francisco 38 for 6 yards. 1st & 10. ',objective
' #DrewPeterson Are you missing Drew Peterson yet? Lifetime is re-airing the movie this Sunday. It stars *gasp* ROB LOWE as Peterson ',neutral
' Meet the man making a documentary defending Joe Paterno: http://www.buzzfeed.com/ninamandell/john-ziegler-palin-champion-turned-enemy-plans-t … (he may look familiar) ',neutral
' I want to celebrate thanksgiving :( seems like an amazing holiday ',negative
' What s worse than being stuck in a time loop of Groundhog day? Being stuck in a Monday loop. ',negative
' Monta Ellis : "We can be between the 4th and the 6th place in the East" ',objective
' @_Simply_Da_Best Yeah hopefully ',positive
' We has our first meet in London from 1-4pm Saturday, 3/11/12 Then we have one in Belgium on the 8/11/12 which is 11-2pm Be There! ',objective
' #hulu Jimmy Kimmel Live - Axl Rose, Part 1: Part 1 of Jimmy Kimmel s interview with Axl Rose.Added: Thu Oct 25 1... http://bit.ly/R0WHBD  ',objective
' *IF* PBO loses, Ds will blame: Denver debate;Fox;race;economy;PBO remoteness;biz conflict;staff;no 2nd term agenda;failure 2 sell 1st term ',negative
' Jason Wu - lace, bandeau tops, harnesses and the debut of his 4th bag line, The Carolyn #jasonwu #nyfw ',objective
' just saw a video of @edsheeran singing acapella for a fucking sold out arena and now i m crying. ',objective
' WTH Apple? 1st I go to the apple and there is less then 10 employees working, I have to wait 10 mins to check out. Wake up Tim Cook!!! ',negative
' Training done...Raining here! Would love To Be Back At Jumeirah Zabeel Saray in Dubai Relaxing With The Family Fantastic Resort & Staff! ',negative
' " SOUL TRAIN" OCT 27 HALLOWEEN SPECIAL ft T.dot FINEST rocking the mic...CRAZY CACTUS NIGHT CLUB ..ADV ticket $10 wt out costume $15... ',positive
' Tickets selling well for Northern Lights talk with @kielder_obs on Thurs 8 Nov, 6.30pm Central Library. To book http://ow.ly/eUKgm  ',positive
' Rehearsal wedding for my cuz @Chico_A_Dusty83 going on at pro bowl... Big day is TOMORROW! ',positive
' About to watch Safe House for the 1st time... #Redbox #Latepass ',neutral
' Rockets have 15 assists in the 1st half. Lin and Harden each have five dimes. ',objective
' great W last night, ready for another.. having a Google+ hangout for Rockets fans. Sign up here http://goo.gl/5Cj5Y  | pic.twitter.com/kHxj5T2o ',positive
' Safe and Sound on 57th and 11th...hoping that they clean up Sandy quickly for those that were in her path. Love you all! ',positive
' Happy Valentines Day ? I thought stupid #valentine was on the 14th of Feb. ',negative
' It s now or never, Ita now or never! That is why he is the best of his kind. May not play for us but hats off to Ray Lewis 52 #TheGreatest ',positive
' Have an appointment at the Bellamy tomorrow... Might be moving in there next semester #Excited ',positive
' Everyone talks about eli manning being the best in the 4th qtr. Jay cutler has the best qbr rating in 4th qtr in the nfl #GetSome #DaBears ',positive
' Can Channing Tatum be a stripper again just for me on my 18th Birthday?! ;) ',positive
' Why I decided to watch The Notebook for the first time alone at midnight on a Thursday is beyond me, can t stop crying pic.twitter.com/vnWcr3J5 ',negative
' Cundiff got released. I think he s outta the league now, especially if that quote on the TL this past Sunday was real ',neutral
' @GuildWars2 C mon guys fix this please, i dont want this to end up how Diablo III did....... :.( ',negative
' Kendrick Lamar may arguably have the best hip hop album of the year in my opinion ',positive
' How Lillian Bassman images pair against the Jason Wu Spring/Summer 2013 Runway show http://dec-a-porter.blogspot.com/2012/09/new-york-fashion-week-jason-wu.html?spref=tw … #Photography #Art #design #fashion ',objective
' Whatever Carrie Underwood has five Grammy s! #yourargumentisforeverinvalid ',objective
' Seems my new iPod doesn t like Kasabian very much- laptop has crashed every time it s got to syncing Empire. 10th time lucky... ',negative
' Like if you re proactive about your health! Don t miss THIS SUNDAY S live Google+ Hangout about genetic... http://fb.me/1WEAn60TK  ',positive
' I don t want to take ACT tomorrow. ): ',negative
' Democratic leaders see this video report & the CoNi report & find out the truth on 7th Feb in Maldives http://www.youtube.com/watch?v=05IPozTuUpQ&feature=related … ',objective
' Dear @misskahi and @SsoSso_1004 finally tomorrow Dream High 2 will be aired in my country...finally i can see you again^^ miss u alot~~ ',positive
' I m going to the Duke game on Saturday. Haha. DUKE. What a joke they are. ',negative
' Channel 4 30 years old on Friday! D oh Showed some great programmes over the years, especially Paul Hogan. ',positive
' Monday Night Football at #ciscos..win a chance at going to Hawaii for the Pro bowl !!! Happy Hour all night http://instagr.am/p/RYXDwGI8DA/  ',positive
' @Real_Liam_Payne guess who s going to your December 3rd concert at MSG! #ThisGirl ',neutral
' Every Thursday I go to Jesse Black in Casselberry, FL just for these girls http://twitpic.com/b9jr1u  ',positive
' I recorded The Wanted on Celebrity Juice so if anyone missed it, I ll stream it again on Saturday if anyone wants to see it? ',neutral
' Dishonoured is awesome! Not quite sure where to rank it. Journey and Walking dead are one and two. I think it s 4th behind Mass Effect 3. ',positive
' Guess which star is the 5th most greatest women in the world and won many Grammy awards and is a singer? ',positive
' So NTA covered live the return of the 1st Lady. ',objective
' Like Larry Bird in the Ole  3PT Contest... Tonight at the Alfred E. Smith dinner #Romney went 1st and absolutely crushed it. #ObamaFailed ',positive
' I m working overtime to elect Mitt. 50 radio appearances down the homestretch. On Huckabee national radio on Friday. ',objective
' @CatMScully *gasp* i just realized pumpkin decorating is coming up. I bet you carve a killer pumpkin. You re too artsy not to :) ',objective
' @HBBlanks yes and she could have been on mind my gap. That s when I fell in love 😍 ',positive
' It s November 1 so you know what that means. You ll see Valentine s Day stuff at Walmart soon. #CelebrateTheRightHoliday ',positive
' Janowicz was #221 in January and the win over Murray today takes him to #46 - Good year! Mega potential! #36 if he beats Tipsarevic. ',positive
' Tune in at 2 p.m. tomorrow for a Google+ Hangout with our political reporters to discuss the 2012 election http://www.facebook.com/events/436381766419326/ … ',objective
' Well we are VERY BUSY!!! I m just too excited for tomorrow! CEBU HERE WE GO! ',positive
' WOW!!! OMG Today for my 21st birthday I woke up and @jennettemccurdy follows me! I knew this day would come! Thanks Jennette! <3 ',positive
' RVP shit on AFC by moving to MUFC, yet served them brilliantly over 8 years, will the fans give him shit on Saturday? #cantwaittofindout! ',neutral
' Today match against ACH Ljubljana, 2nd game in the Champions League! ',neutral
' The Boys: http://ESPNDallas.com  s Calvin Watkins explains why Sunday night games are bad luck for the Cowboys and... http://es.pn/WdBJYc  ',negative
'  No Favorites  for Russia-Portugal Clash - Capello: MOSCOW, October 11 (RIA Novosti) - Russia s match with Portu... http://bit.ly/W68nYI  ',negative
' Going to see Kendrick Lamar with @Pea_Starks in jan :D ',positive
' 32km completed. Ow my everything. ',neutral
' Hope everybody enjoyed Ben Amos at Welton on Monday? Don t forget @DWindass10 will be at market weighton this coming Monday the 1st ',positive
' November 16 Breaking Dawn part 2 is coming out who gonna watch it with me ? ',objective
' #HalloweenFacts #Halloween also is recognized as the 3rd biggest party day after New Year s and Super Bowl Sunday. ',positive
' Ghetto at the Center of the World: Chungking Mansions, Hong Kong http://urbanland.uli.org/Articles/2012/Oct/LoboHK#.UJNnU4LAIBE.twitter … ',objective
' Dr. Mohamed Morsi announced as Egypt s 1st elected President after the glorious 25th of Jan Revolution. Congratulations to #Egypt ',positive
' Los Poboycitos debut 2 songs from the forthcoming CD tomorrow on WWOZ 90.7 FM New Orleans at noon CST. ',objective
' Henry Winter calling tonight s game a defining moment in Hodgson s England career. Yawn. ',positive
' idk! (live at http://ustre.am/QjkZ ) ',positive
' Flight starring Denzel Washington was a good ass movie go see it tomorrow when it comes out ',positive
' Four -- now three -- tweets away from 9000. Here s where I mention that I m pouring wine for a Friday night with Diablo III. #meta #classy ',positive
' Come to the Art Walk tomorrow night to see me perform my original acoustic guitar songs at Coni and Franc from 6pm-9pm!!! ',objective
' Mizzou moves back the start time for their opener w/ SIUE on November 10th because of football. #siuenation http://www.mutigers.com/sports/m-baskbl/spec-rel/110112aaa.html … ',neutral
' Nick Diaz may be suspended, but his manager is trying to set up his next fight, saying a match with Josh Koscheck... http://fb.me/1sNXTXpfM  ',neutral
' Bale doesnt celebrate his goal but races over cuddling Dempsey on the 2nd. Illustrates perfectly the bullshitting spotlight whores they are. ',negative
' I realize Bellamy is a freshman QB but the play selection leaves a lot to be desired, option toss on 3rd and 7 #CmonMan ',negative
' Kaya punya uang aje ! :p RT: @goal_intl: AC Milan reportedly want Miralem Pjanic to join the San Siro in January (Corriere dello Sport) ',objective
' "@CoryJane1080: ALL ABOARD... 1st flight to Hong Kong then off to the UK from there.. #Tweet_Yah_Later" enjoy ',positive
' I wouldn t be surprised if Lowry had a couple of triple-doubles this season. #raptors #rtz ',positive
' Someone come to Stamford Bridge with me and individually slap every single human in the stadium. ',negative
' On Wednesday, October 24, Season 3 American Idol contestant Jennifer Hudson channeled the upcoming holiday when ... http://bit.ly/Xq1i6b  ',objective
' Watching this Drew Peterson movie on lifetime just to spark conversation in Miss Mapes class tomorrow @Myles_Collier21 @nia_girlBOW ',neutral
' Thank you to all of our parents& guidance staff for our annual Academic Signing Day on Thursday! I ll post photos soon! ',positive
' @BieberAndHazza WHAT? :D ',negative
' She said that some day soon, the sun was gonna shine. And she...couldn t have been more wrong! My Valentine. ',negative
' Jeremy Lin was a +23 for Rockets in his debut. That s the 2nd-best plus-minus for him in any game in his career. ',positive
' Yes, us tonight! #blogger19 #brizofw tk you @brizo for another fab event, more presents too! I need an extra suitcase! pic.twitter.com/ijwnmjrv ',positive
' @ChemicalJericho @xCescaCenax yeah, yeah, your armor is better in every way, and your lariats are better than mine too. =p ',positive
' Lol the Deadskins just signed another kicker ',positive
' @fckyeahalyssa aye mah dude did you tell alondraa abouut going to the bell game tomorrow? ',neutral
' I m not the go out type. Saturday nights are my "stay up all night with the fellas on 360" night, but I think I ll dive into Paterno s bio. ',neutral
' SNEAK PEEK: Check out the 12 Freebies you can get at CVS on Black Friday! Link in the first comment: ',positive
' If you haven t seen your Good Giving Guide yet, check it out online. The Challenge starts Nov 1 - we appreciate your support!... ',positive
' Oingo Boingo (well, most of the band) tomorrow & Leonard Cohen on Monday. #DudeImStoked ',positive
' Harry Redknapp 2nd favourite at 7/4 to be next blackburn boss!! venkys please make this happen!!!! #makeredknapparover ',positive
' Love that James Bond montage at the end of Super Sunday by Sky ',positive
' NBA NEWS: The New York Knicks will take on the Miami Heat at MSG on Saturday (Australian Time) in their season... http://fb.me/1mrs12uo1  ',objective
' Can t watch Rafa s "I ll be back" video til the end, it s too heartbreaking :( plus it just reminded me he was up 5/1 in AO 5th set... ',negative
' My friend @treesmellsnice is selling tickets for the Jonas Brothers concert @ Fort Canning on Monday @ $50/ticket. That s half price! RT! ',positive
' @IBGDRGN Today is our Chinese July 7th Valentine s day I hope you will soon find you that she wishes you to be happy Happy Valentine s Day ',positive
' @SML_hulltiger who did queen follow at live aid ',neutral
' Harry Redknapp tells ESPN that rumours he has an interview with Blackburn on Tuesday are wide of the mark: "No chance, I am playing golf!" ',negative
' @CodySIO Im so excited for when you come to Northern Lights on the 27th it will probably make my life. ',positive
' Wow my last RT. It s only been 4 years since Verm s arrival. He s now Captain and will make his 100th start for AFC on Sat. Time flies. ',positive
' Sat waiting for the bus trying to beat my high score on Temple Run #justbecause ',neutral
' Rooting for the Lions tonight. Why? Why not? ',positive
' Endymion for the 4th time i blieve.! ahaha #TeamOrjan #CLHRDay ',objective
' If U live near Long Beach consider going to @Parkcrest Church 2 hear @bobrobertsjr Sat @6 or Sun @830/10/1130 #BoldAsLove @Vision360LB ',neutral
' Kudos for the gang @wsj, getting papers out again in NYC today where there s no power or Internet access pic.twitter.com/wB9bB1L3 ',positive
' 3 hrs to go before the 2nd to the last episode! Wherever You Are Josh Bradley | David Archuleta In Nandito Ako | Alwyn Ana RS In TV5 Manila ',objective
' File under "Affirmations Best Left Unpursued"... RT “@twhiddleston: @RobertEmms The last minute and a half of "Plowing" gets me every time!” ',positive
' when the best talent is on internship...... "@temasekpoly: Sony is coming to TP this Friday to look for student talents!" ',positive
' Okay, okay...Saturday OT just became worth it...someone came with Porto s cheese rolls! YUM! ',positive
' Club Bodi may be out the question tonight ',neutral
' They say you are what you eat, but it s Friday and I don t care! #TGIF (@ Ogalo Crows Nest) http://4sq.com/R1YJSN  ',positive
' If you live in the South Orlando area, be on the lookout. @Wawa has its 6th site opening on October 30th near the Florida Mall! ',objective
' Heat vs Knicks gone be the best series in the 1st round.. ',positive
' Just met with CJ, banjo player in @MatrimonyBand! Come out to Neighborhood Theatre on June 23rd for the concert! You won t want to miss it!! ',positive
' #Eskimos signed Swayze Waters on Jun 24. Released him on July 10. #CFL ',positive
' Open Dialog is cosponsoring with GLOBES to present to you "Searching for Social Justice" next Wednesday at 6pm. http://fb.me/K5jLTghb  ',neutral
' Who starts at QB on Friday? I d play Nichols. Have said that all year. He had a big Q4 with key targets and has already played Calgary. ',objective
' Erotic Asphyxiation, Evanescence, Strip Clubs and Kaaba have been the topics of my discussions today! Happy Friday?! ',positive
' "Brandon Weeden is going to be a player someday. He s not right now" - Ron Jaworski just now on Sunday NFL Countdown #countdowntokickoff ',positive
' @burko77_ @jonbrier FAI are possibly the biggest bunch of idiots ever ',negative
' I m looking for a great Zulu teacher for my preschool kids and a couple of their friends. Contact driver dot aurelia at gmail dot com. ',positive
' @Q98Rocks Presents: DETHKLOK with MACHINE HEAD, ALL THAT REMAINS, and BLACK DAHLIA MURDER! TUESDAY, NOVEMBER 13TH AT THE VENUE AT THE HUB! ',objective
' Monday at Town Ballroom: RICHIE HAWTIN with LOCO DICE. Dude is so awesome. Tix still avail at http://afterdarkpresents.com  http://youtu.be/05ydm0WuOaM  ',positive
' If you missed Russell on The Classic BRIT Awards 2012, don’t worry! You can catch up again this Sunday 14th October on ITV3 from 7.20pm... ',neutral
' Tonight s the decider -- will I be at the Garden friday night for Knicks/Heat game 6? Here s hoping for a miracle... ',positive
' I might go somewhere Muslim for Christmas. Just for a hoot..... ',positive
' A train from Naples to Milan made an unscheduled 40-minute stop at Parma on Tuesday - to drop off the Roma squad ahead of tonight s game. ',neutral
' Just got the call the magazine is ready for pickup get your copy at the "Hands That Heal Fashion Show" Nov 4th Mr. Reggie 404-246-9582 ',neutral
' So ready for my birthday. (((: the big SIXTEEN! #sweetsixteen november 22! ',positive
' Just caught the last few minutes of @orjan_nilsen s track Endymion on @SiriusXMArea. Great track to get ready for work with. Its my FRIDAY!! ',positive
' Just whooped some ASS in kill confirmed with @QuiKGunZ and @PBrasfieldATO, tomorrow its back to makin kats cry in Gears3 ',positive
' I have to wait till Sunday to see Carmelo Anthony and the Knicks debut? ',negative
' According to the radio, Rihanna s Birthday Cake is the official 4th of July anthem. Sounds about right. ',neutral
' Excited about the bump in RAM for Raspberry Pi. Such a nice surprise for a Monday. : ) ',positive
' I guess Knicks/Heat is on for now. Pretty clear that tomorrow s game wasn t going to happen. ',negative
' @LiterallyFedUp U just dont want pres 2b successful u rather see country fail like McConnell said;Wld real americans do this? no. Fanactics! ',negative
' Last day in Jeddah. Will be in Brunei tomorrow night. And then Surabaya the following night. And then Bali the night after that. Whee! ',neutral
' The Brits may find the feminised versions of professions offensive (actress instead of actor), the Germans are proud of theirs. #RandomShit ',neutral
' Tears of the Sun is wayyyyy better than Act of Valor ',positive
' ME& @QueenofCol going to Phuk The City Up Sept 15. we taking it back to Fairground for #BATTLEOFTHESEXES lets see who rock men/women ',neutral
' "@HoesHateVeziaa_: Im sooo glad we dont have school monday , Imaaa sleep all day man ."we don t!!????? ',positive
' From a Call to Prayer for America Saturday at the Washington Reflecting pool with the Washington Monument in the... http://fb.me/1QfP8eR7G  ',objective
' might as well go ahead and download the parade tracker app. Think a Zulu float may show up before the bus. ',neutral
' okay. I will TRY to wake up on time to go to GameDay next week. ',neutral
' Did you just tell me Lucas scott leaves in the 6th season of tree hill with peyton to travel the wolrd?#YOUJUSTRUINEDMYLIFE #FUCKYOU ',negative
' @4everAM_ber *as i sat and thought* i lied. Total Praise, Thank You, then the Winans joints ',positive
' The first Coolamon Rodeo is coming up on November 17! A great day of action and a fun day for the family! http://fb.me/1YMDGfNf7  ',positive
' Perry: Morgan State is beating Howard, 7-0 at the end of the 1st quarter of Howard s Homecoming football game. ',neutral
' I really wanted to go see plies tomorrow but all the ratchets gone be in there so I ll pass lol ',neutral
' Be looking for us this Friday @ Elon University for Campus Fest! Learn more about The Loft and check out how you can win the new Kindle Fire ',neutral
' Going to south korea or japan for research in my 7th semester..wow it ll be amazing #faith ',positive
' Good luck to Joseph Calleja tonight at the Brits. See he s appearing at the Royal Festival Hall on Friday 11 Jan in Raymond Gubbay concert ',positive
' WPPI and Vegas bound, but have to be up tomorrow at 5:30AM, S.O.L....Maybe catch some ZZ s on the plane. ',neutral
' Monday morning CalTrain ride from home to work is always to short. I know that I may be in the minority with that opinion. #fb ',negative
' @Pretty_Blc avi > ',positive
' @AKRAM01ARABI Friday s the main day!!!! Knicks vs Heat ',positive
' Late Night with Jimmy Fallon clips - Maya Rudolph, @DaveAnnable10, @theavettbros http://www.lenalamoray.com/2012/09/20/maya-brings-jimmy-a-gift-recalls-a-run-in-with-gwen-stefani-and-talks-about-the-new-season-of-up-all-night/ … @NBCUpAllNight @666ParkAve_ABC ',neutral
' Anyways, Good morning. Did you know about Khader Adnan s lecture in Ramallah tomorrow evening 7:00 PM in Ramallah? DO NOT MISS IT. ',positive
' Jennifer Aniston shows she s Prada her figure at fashion bash - The Sun: The SunJennifer Aniston shows she s Pra... http://bit.ly/S2sRP4  ',neutral
' GHOST RIDER is bck on action jst w8 19th octobr at 3pm ...so guyz start ur engine and join with me in rally... ',neutral
' Ok I will be in the film Mt Zion which is out Feb with the man Stan Walker. The shit! Cool story bro? :) ',positive
' Why these mfs jus blastin "Rella" like itz the hood on Saturday N shit lolz smh ',negative
' NO SPANISH TOMORROW. IM ONE EXCITED MOTHERFUCKER. YOU DON T EVEN UNDERSTAND ',positive
' Lost my SS shirt, so I m just gonna wear my old SS jacket tomorrow instead ;b ',negative
' Lots of fun this weekend. We re at the Mardis Gras casino Friday night from 8 to midnight. Then on Sunday... http://fb.me/1RwO7Au8v  ',positive
' They stop filming  The Butler  tomorrow. AND I STILL HAVEN T FOUND ALAN RICKMAN!!!! -explanation- he s been filming that movie here in La ',negative
' Exhausted but buzzing after day 1 of #yalta2012. Need sleep, vitali klitschko speaks tomorrow, might challenge him to an arm wrestle... ',neutral
' 1st of all in my world theres only Good n evil! Real ppl n fake mf s!This is why I really feel JLin won t make it!Not durable like Yao Ming! ',negative
' It needs to storm February 9th so Endymion can get canceled and all the parades would then start at 7am Sunday. #MardiGras #NOLA ',negative
' JLin had a nice little bounce back game tonight, hopefully he gets back into his Linsanity groove by Tuesday ',positive
' Who s running the StrattonFaxon 20K in New Haven CT on Monday? ',neutral
' On the plus side @mytigermytiming have a gig on Saturday night at the Lexington - come along :) ',positive
' It s known, if you were born in November, your parents were getting it in on valentine day! ',objective
' NATURE/RELIGION JOKE: why do trees go to church every Sunday? Because they have strong religious be-leafs #LOLLE ',objective
' 2nd movie for the night - Ghost Rider :") #nowwatching ~ ',neutral
' Catholics tomorrow is the Holy Day of All Saints many many gave their lives for Jesus and the church. All the Saints defended the church!! ',positive
' Get ready for the Peanut Butter and Jams sponsored party at Santos Party House THIS Saturday! Good looks... http://fb.me/2rCcRmDcg  ',positive
' Shouts out to my bro @Ebow919 !! Go follow my dude and turn up with him every Thursday and Sunday night in Club Bodi ! #salute ',positive
' @FtankDT9 getting close to Knicks season opener! Give me a score for the first game. I m saying 95-87 our Knicks ',positive
' #1DFacts On the 21st of February 2012, at 8:39pm on Table 74, One Direction lifted their first ever Brit Award for Best British Single ',positive
' Prayer with amazing men of God this morning, grocery shopping, arrival of my [2nd] Pokemon shirt, and purchased Big L s first album. #cool ',positive
' @DanNancarrow As he was in a News Ltd town surely @billybragg had something to say about Murdoch in intro to  Scousers Don t Buy The Sun ? ',neutral
' 1st time i drove stick ever i kinda lied to the salesman at AB Honda that i can drive standard and took the 5 speed manual for a #TestDrive ',negative
' Its FRIENDSHIP DAY coming this sunday and people are reacting like Valentine day ',positive
' I am going to @NetrootsUK 1st and then to the London Conference of Critical thought http://erenceincriticalthought.wordpress.com  ',neutral
' New Post Rob will be on the Kyle and Jackie O show on Tuesday 23nd http://goo.gl/fb/PqO4h  ',objective
' Knicks Vs. Pacers in the 2nd Round of Association Mode. Upset the #1 Bulls ',negative
' Just watched Act of Valor for the 4th time - I do like that movie. ',positive
' Vitali? “@MaTTuP: no one other boxer has an up-jab as good as @PaulMalignaggi #BrooklynBoxing” ',objective
' Someone help me with a song to choose, to read in front of class tomorrow? Seriously... ',positive
' Hope you ve got your tickets/tables for Plies tomorrow night 10/6 at Belo Nightclub with Z90.3 | San Diego!! If... http://fb.me/Wb4mfaOp  ',positive
' this nigga @OctobersOwn91 just hit a full court one handed shot with brook lopez...smh, 21st birthday shit ',negative
' Former Westover HS (NC) star CJ Ford opens the season for Murray State against Brescia on November 9th at home. ',objective
' Who s going to walgreens tomorrow for the 75% off all of the halloween candy? I AM! ',neutral
' @TimCross_ introduced me to Big L when i was in the 9th grade. i was really deaf to real hip hop music back in the 9th grade lol ',neutral
' Finally saw the Galaxy Foams in person on saturday... Let s just say <<<<<< SMMFH Ugly ass shoes! ',negative
' I m hearing Diamonds just entered the U.s top 5 and that Rih is coming to SNL the 10th, is this true? ',neutral
' Can someone pick me up tomorrow morning and bring me with you at LAX? ',objective
' The Daily Zap: Catch highlights from Monday s action in the NBA. http://dlvr.it/2KXWdN  ',objective
' Meet the Dragon s Den at Social Media Week in #Vancouver on Sept 28 http://ow.ly/dY5hj  ',objective
' The Daily Zap: All the action from Wednesday s six pack can be found right here in the Daily Zap. http://adf.ly/DafEE  #NBA ',objective
' A great read with your Saturday morning coffee. I m voting for a pres working on social justice, tolerance, & equality. http://www.newyorker.com/talk/comment/2012/10/29/121029taco_talk_editors … ',positive
' This is going to be a rough season for me as a Bulls fan… rough like the year after we swept Miami rough. 😔 ',positive
' Raymond s been busy and we have homemade Gingerbread with lemon icing for tomorrow s homemade cake. Soups will... http://fb.me/1kWzRNeof  ',neutral
' @Joeski88 seen this? Leaked 2013 kit? pic.twitter.com/3Y5Koa3I ',negative
' I m going to Clutch at Buster s Billiards & Backroom in Lexington, KY - Dec 28 http://bnds.in/YsRfwN  ',objective
' In South Korea? UniKent is excited to be at the World Grad Fair in Seoul tomorrow. Join us at.... http://ow.ly/eJhWQ  ',positive
' 4 more days to go and we re off to the @bycLIVE London Conference on Saturday - we re excited to network with other Youth Councils again! ',positive
' Little Big Town won a lot more awards than I thought they would...#CMAs ',neutral
' Madonna may have helped paved the road for singers like Rihanna, Katy Perry , Gaga etc.. but Rih owns that road now. ',neutral
' Repio CEO Neil Cox is speaking at Chicago s Social Media Week tomorrow about "Social Media & The Changing Face of Employment - Check it... ',objective
' I still didn t watch Degrassi from Friday? What am I doing with my life? Apparently not much. ',negative
' 10 Things to Know for Friday: The U.S. Postal Service, on the brink of default on a second multibillion-dollar p... http://bit.ly/SHGhDu  ',objective
' Scoop! Elmbridge Choir performing with Brit Award classic boy-band BLAKE on May 24th at Epsom Playhouse! Yoohoo how cool is that! ',positive
' I m going to want to shoot my self in the face all day. ',positive
' @emmward you just may be my soulmate..jsyk..LOL..we gotta have us an Alan Rickman date soon so we can fangirl to our hearts content!! ',positive
' Machine Gun Kelly concert tomorrow with the best sister in the world (: #GirlTime #RealTalk (: ',positive
' #Khader Exists Israeli high court will hear case of Khader Adnan on Thursday. That may well be too late. Where are the protests? ',negative
' Why does the Knicks/Heat game have to come on tomorrow night during BibleBall? Oh well I d rather play than watch any day! ',negative
' ima go see LAMB OF GOD tomorrow in hollyWEED. come get punched in the fuckin face in the pit ',negative
' Demon Gaze, a next-gen Dungeon RPG for the the PlayStation Vita [1st trailer and screens]: Kadokawa Games today ... http://bit.ly/VX4oR0  ',objective
' Does Girls Gone Wild still make commercials? If, God Forbid, this one goes to extras, we may find out. ',objective
' Livication is playing next Friday night at dipiazza s! Mark your calendars, and prepare for your newsfeed s to be blown up with info! ',objective
' @FrankGravagna happy b-day bro! Still on for that King Cake? ',objective
' @Sep29th happy 16th birthday Rella . Get drunk for me frl . Enjoy your day & wish you many more ! ',positive
' "Valor" video shoot tomorrow night... Hope it s stupid creative! ',negative
