@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute neg_score real
@attribute neu_score real
@attribute pos_score real
@attribute compund_score real
@data
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.137,0.667,0.195,0.3753
objective,0.0,0.822,0.178,0.5994
positive,0.251,0.633,0.116,-0.5499
positive,0.0,0.156,0.844,0.6597
positive,0.0,0.707,0.293,0.4404
positive,0.0,1.0,0.0,0.0
positive,0.374,0.553,0.073,-0.8842
positive,0.0,0.657,0.343,0.7412
positive,0.18,0.55,0.269,0.2263
negative,0.0,0.798,0.202,0.5859
negative,0.0,1.0,0.0,0.0
negative,0.176,0.738,0.086,-0.2928
positive,0.0,0.931,0.069,0.126
objective,0.0,1.0,0.0,0.0
objective,0.0,0.918,0.082,0.34
neutral,0.0,0.847,0.153,0.2023
positive,0.082,0.529,0.388,0.8647
objective,0.0,1.0,0.0,0.0
negative,0.084,0.794,0.122,0.191
positive,0.0,0.677,0.323,0.7351
neutral,0.138,0.862,0.0,-0.34
objective,0.0,1.0,0.0,0.0
objective,0.0,0.769,0.231,0.5994
objective,0.048,0.782,0.17,0.4805
positive,0.0,0.631,0.369,0.8233
positive,0.0,0.769,0.231,0.4019
neutral,0.376,0.624,0.0,-0.6633
positive,0.0,0.909,0.091,0.3182
neutral,0.0,1.0,0.0,0.0
positive,0.142,0.456,0.402,0.7398
positive,0.0,0.611,0.389,0.92
negative,0.119,0.881,0.0,-0.5423
positive,0.0,0.774,0.226,0.7906
positive,0.0,0.54,0.46,0.9153
positive,0.0,0.8,0.2,0.5777
negative,0.0,0.824,0.176,0.3736
negative,0.284,0.716,0.0,-0.8531
negative,0.272,0.57,0.158,-0.5574
positive,0.145,0.676,0.179,0.1779
positive,0.173,0.501,0.326,0.6705
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
negative,0.173,0.827,0.0,-0.6597
neutral,0.0,0.903,0.097,0.4588
positive,0.143,0.65,0.207,0.2401
positive,0.0,0.759,0.241,0.7221
objective,0.0,0.933,0.067,0.0772
positive,0.286,0.714,0.0,-0.802
objective,0.0,1.0,0.0,0.0
negative,0.0,0.762,0.238,0.3612
negative,0.138,0.862,0.0,-0.4357
objective,0.082,0.731,0.187,0.3182
positive,0.0,0.652,0.348,0.4939
positive,0.159,0.841,0.0,-0.34
positive,0.0,0.798,0.202,0.6486
positive,0.147,0.645,0.208,0.1779
negative,0.0,1.0,0.0,0.0
negative,0.0,0.765,0.235,0.6114
positive,0.0,0.784,0.216,0.5106
negative,0.248,0.752,0.0,-0.765
negative,0.103,0.897,0.0,-0.3182
negative,0.0,0.723,0.277,0.3182
positive,0.0,0.818,0.182,0.4404
negative,0.0,1.0,0.0,0.0
positive,0.215,0.785,0.0,-0.5256
positive,0.0,0.5,0.5,0.8999
positive,0.0,1.0,0.0,0.0
positive,0.0,0.652,0.348,0.7506
negative,0.146,0.854,0.0,-0.3818
positive,0.0,0.741,0.259,0.7712
positive,0.0,0.707,0.293,0.7358
positive,0.0,0.671,0.329,0.6597
objective,0.0,0.922,0.078,0.1779
negative,0.102,0.898,0.0,-0.2584
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.55,0.45,0.9227
negative,0.121,0.879,0.0,-0.296
neutral,0.0,0.788,0.212,0.6249
positive,0.0,0.712,0.288,0.7821
neutral,0.128,0.872,0.0,-0.296
neutral,0.0,1.0,0.0,0.0
positive,0.196,0.804,0.0,-0.5267
negative,0.29,0.519,0.191,-0.6369
positive,0.076,0.619,0.305,0.7003
positive,0.0,0.808,0.192,0.5859
negative,0.139,0.861,0.0,-0.4404
negative,0.0,0.682,0.318,0.6808
objective,0.074,0.926,0.0,-0.1531
positive,0.0,0.698,0.302,0.8097
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.885,0.115,0.0772
negative,0.0,1.0,0.0,0.0
positive,0.0,0.814,0.186,0.6988
positive,0.097,0.607,0.296,0.7633
positive,0.165,0.604,0.231,0.296
positive,0.0,0.667,0.333,0.8585
positive,0.0,0.629,0.371,0.7579
negative,0.226,0.656,0.118,-0.5106
positive,0.0,0.913,0.087,0.2023
positive,0.0,0.595,0.405,0.9109
objective,0.0,1.0,0.0,0.0
objective,0.0,0.811,0.189,0.5423
positive,0.0,0.819,0.181,0.7067
objective,0.0,0.8,0.2,0.3612
negative,0.245,0.566,0.189,-0.2263
positive,0.0,0.785,0.215,0.6696
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,0.674,0.326,0.8655
negative,0.0,0.798,0.202,0.5106
negative,0.0,0.93,0.07,0.2023
positive,0.0,0.76,0.24,0.4767
positive,0.111,0.766,0.123,0.0772
positive,0.143,0.857,0.0,-0.5423
negative,0.0,0.686,0.314,0.8436
negative,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.854,0.146,0.3818
negative,0.147,0.759,0.095,-0.3776
negative,0.089,0.778,0.133,0.05
negative,0.884,0.116,0.0,-0.8225
positive,0.088,0.912,0.0,-0.3412
negative,0.056,0.757,0.187,0.5093
positive,0.0,0.801,0.199,0.54
positive,0.083,0.759,0.159,0.4211
positive,0.0,0.641,0.359,0.68
positive,0.064,0.786,0.15,0.5267
neutral,0.0,1.0,0.0,0.0
negative,0.0,0.901,0.099,0.3182
negative,0.187,0.813,0.0,-0.6486
neutral,0.222,0.461,0.317,0.7574
negative,0.0,0.899,0.101,0.4215
positive,0.0,0.558,0.442,0.8271
positive,0.0,0.8,0.2,0.4588
objective,0.106,0.894,0.0,-0.3612
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.803,0.197,0.7081
positive,0.0,0.672,0.328,0.831
positive,0.084,0.54,0.376,0.8639
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.178,0.726,0.096,-0.3612
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
objective,0.278,0.722,0.0,-0.4019
negative,0.145,0.855,0.0,-0.296
negative,0.295,0.705,0.0,-0.8481
negative,0.0,0.906,0.094,0.34
neutral,0.0,0.847,0.153,0.4404
positive,0.0,0.711,0.289,0.7263
positive,0.0,0.714,0.286,0.7198
positive,0.132,0.868,0.0,-0.2462
neutral,0.0,0.772,0.228,0.5994
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.916,0.084,0.168
positive,0.139,0.57,0.29,0.5229
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.191,0.809,0.0,-0.6705
positive,0.0,0.62,0.38,0.8481
positive,0.0,0.783,0.217,0.6124
negative,0.0,0.843,0.157,0.5994
objective,0.0,1.0,0.0,0.0
positive,0.0,0.728,0.272,0.7959
positive,0.0,1.0,0.0,0.0
positive,0.0,0.849,0.151,0.5242
positive,0.154,0.598,0.248,0.296
negative,0.229,0.649,0.121,-0.3612
negative,0.0,1.0,0.0,0.0
neutral,0.0,0.89,0.11,0.3802
neutral,0.0,0.894,0.106,0.3612
positive,0.0,1.0,0.0,0.0
positive,0.0,0.821,0.179,0.504
objective,0.0,1.0,0.0,0.0
positive,0.0,0.693,0.307,0.7964
positive,0.0,0.831,0.169,0.504
objective,0.0,1.0,0.0,0.0
positive,0.051,0.664,0.285,0.7901
positive,0.0,0.499,0.501,0.9006
negative,0.208,0.792,0.0,-0.6124
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
neutral,0.0,0.865,0.135,0.4215
negative,0.157,0.714,0.129,-0.1027
objective,0.0,0.494,0.506,0.9236
negative,0.141,0.727,0.132,-0.0516
objective,0.0,1.0,0.0,0.0
positive,0.0,0.788,0.212,0.6478
neutral,0.0,1.0,0.0,0.0
positive,0.077,0.617,0.306,0.7118
positive,0.0,1.0,0.0,0.0
positive,0.238,0.691,0.071,-0.476
negative,0.086,0.761,0.152,0.3182
positive,0.12,0.598,0.282,0.533
positive,0.0,0.537,0.463,0.9047
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.709,0.291,0.5719
positive,0.0,0.609,0.391,0.9042
positive,0.0,0.732,0.268,0.765
positive,0.0,0.676,0.324,0.8264
objective,0.0,1.0,0.0,0.0
objective,0.0,0.921,0.079,0.2023
positive,0.114,0.725,0.161,0.2263
negative,0.0,1.0,0.0,0.0
positive,0.0,0.774,0.226,0.7034
positive,0.0,0.633,0.367,0.4404
positive,0.0,0.827,0.173,0.6588
negative,0.225,0.775,0.0,-0.6246
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.893,0.107,0.34
objective,0.066,0.771,0.163,0.5267
positive,0.0,0.876,0.124,0.5473
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.824,0.176,0.4588
positive,0.107,0.657,0.235,0.5719
neutral,0.141,0.859,0.0,-0.3164
neutral,0.316,0.684,0.0,-0.5719
neutral,0.0,0.728,0.272,0.782
objective,0.0,0.923,0.077,0.128
negative,0.105,0.769,0.126,0.128
positive,0.0,1.0,0.0,0.0
negative,0.123,0.877,0.0,-0.4215
positive,0.0,0.794,0.206,0.3802
positive,0.0,1.0,0.0,0.0
positive,0.0,0.747,0.253,0.7264
neutral,0.188,0.812,0.0,-0.5374
positive,0.0,0.769,0.231,0.784
positive,0.0,0.484,0.516,0.9322
negative,0.076,0.738,0.186,0.6124
positive,0.11,0.682,0.209,0.5162
positive,0.151,0.64,0.209,0.2462
negative,0.31,0.69,0.0,-0.6174
positive,0.0,0.674,0.326,0.745
objective,0.0,0.87,0.13,0.4019
negative,0.0,1.0,0.0,0.0
positive,0.0,0.566,0.434,0.7845
positive,0.0,1.0,0.0,0.0
negative,0.255,0.745,0.0,-0.7579
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.405,0.595,0.9287
positive,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,0.865,0.135,0.4215
objective,0.0,0.853,0.147,0.2263
neutral,0.0,1.0,0.0,0.0
neutral,0.122,0.741,0.138,0.0772
negative,0.167,0.833,0.0,-0.25
positive,0.0,0.886,0.114,0.4003
positive,0.0,0.759,0.241,0.6597
objective,0.095,0.793,0.111,0.1012
positive,0.0,0.315,0.685,0.8268
positive,0.098,0.675,0.227,0.4767
positive,0.084,0.821,0.095,0.0431
neutral,0.0,0.719,0.281,0.5106
positive,0.131,0.728,0.141,0.0516
objective,0.0,0.913,0.087,0.2304
negative,0.0,1.0,0.0,0.0
positive,0.158,0.704,0.138,-0.1779
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.244,0.672,0.083,-0.6486
neutral,0.0,1.0,0.0,0.0
negative,0.139,0.191,0.67,0.8779
negative,0.353,0.647,0.0,-0.7269
objective,0.0,1.0,0.0,0.0
positive,0.0,0.169,0.831,0.5994
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.251,0.749,0.0,-0.5719
objective,0.0,0.837,0.163,0.5106
objective,0.181,0.819,0.0,-0.4767
negative,0.162,0.838,0.0,-0.7192
negative,0.0,0.608,0.392,0.9115
positive,0.0,0.859,0.141,0.5319
positive,0.0,0.89,0.11,0.2732
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.775,0.225,0.4404
objective,0.0,1.0,0.0,0.0
positive,0.0,0.694,0.306,0.765
positive,0.0,0.665,0.335,0.8777
negative,0.199,0.585,0.216,0.0772
positive,0.044,0.809,0.147,0.5535
positive,0.0,1.0,0.0,0.0
positive,0.0,0.749,0.251,0.8555
positive,0.0,0.856,0.144,0.2942
negative,0.278,0.722,0.0,-0.743
neutral,0.0,1.0,0.0,0.0
negative,0.065,0.796,0.139,0.3406
positive,0.099,0.693,0.208,0.4939
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.0,0.894,0.106,0.3612
positive,0.072,0.676,0.252,0.6114
negative,0.308,0.549,0.143,-0.3612
objective,0.0,0.887,0.113,0.3182
positive,0.069,0.733,0.198,0.4588
negative,0.0,0.679,0.321,0.6369
positive,0.0,0.785,0.215,0.6588
positive,0.0,0.732,0.268,0.7633
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
neutral,0.101,0.899,0.0,-0.3535
positive,0.206,0.669,0.125,-0.3961
positive,0.0,0.603,0.397,0.9041
objective,0.0,1.0,0.0,0.0
positive,0.116,0.79,0.094,-0.1513
objective,0.0,1.0,0.0,0.0
objective,0.263,0.737,0.0,-0.777
positive,0.0,0.67,0.33,0.7845
positive,0.0,1.0,0.0,0.0
positive,0.0,0.751,0.249,0.8065
objective,0.0,1.0,0.0,0.0
positive,0.0,0.679,0.321,0.6876
positive,0.0,0.61,0.39,0.91
neutral,0.238,0.635,0.127,-0.5411
neutral,0.0,0.73,0.27,0.5707
negative,0.156,0.711,0.133,-0.128
negative,0.116,0.737,0.147,0.1531
positive,0.0,0.691,0.309,0.6166
neutral,0.0,1.0,0.0,0.0
positive,0.07,0.701,0.229,0.6486
objective,0.0,1.0,0.0,0.0
positive,0.0,0.708,0.292,0.765
objective,0.0,1.0,0.0,0.0
positive,0.0,0.677,0.323,0.8442
objective,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.361,0.639,0.0,-0.1759
positive,0.172,0.686,0.142,-0.1531
positive,0.0,1.0,0.0,0.0
objective,0.0,0.869,0.131,0.4898
neutral,0.0,1.0,0.0,0.0
neutral,0.214,0.786,0.0,-0.6652
negative,0.24,0.575,0.185,-0.1776
negative,0.0,0.758,0.242,0.6956
objective,0.0,0.764,0.236,0.636
positive,0.0,0.833,0.167,0.4939
positive,0.0,0.863,0.137,0.2263
negative,0.0,0.904,0.096,0.1531
objective,0.0,0.856,0.144,0.4019
neutral,0.082,0.821,0.097,0.0772
positive,0.0,0.866,0.134,0.4738
negative,0.0,0.332,0.668,0.6166
negative,0.17,0.83,0.0,-0.5697
positive,0.0,1.0,0.0,0.0
positive,0.0,0.732,0.268,0.7633
positive,0.0,0.545,0.455,0.8885
positive,0.0,0.682,0.318,0.4215
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.86,0.14,0.4753
positive,0.0,0.639,0.361,0.8221
positive,0.0,1.0,0.0,0.0
positive,0.0,0.822,0.178,0.5374
positive,0.0,0.576,0.424,0.8442
objective,0.0,1.0,0.0,0.0
negative,0.185,0.815,0.0,-0.7096
positive,0.0,0.834,0.166,0.5837
positive,0.0,0.638,0.362,0.8979
neutral,0.0,1.0,0.0,0.0
negative,0.081,0.769,0.15,0.2244
positive,0.0,0.859,0.141,0.4795
positive,0.0,0.868,0.132,0.5859
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.094,0.766,0.14,0.2732
objective,0.0,1.0,0.0,0.0
positive,0.0,0.809,0.191,0.6696
positive,0.0,0.712,0.288,0.807
positive,0.0,0.715,0.285,0.5242
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.797,0.203,0.68
objective,0.0,1.0,0.0,0.0
positive,0.0,0.724,0.276,0.6369
positive,0.054,0.739,0.207,0.6776
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.841,0.159,0.5267
objective,0.0,0.827,0.173,0.5859
positive,0.0,0.789,0.211,0.6467
positive,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,0.735,0.265,0.802
objective,0.223,0.777,0.0,-0.7916
positive,0.0,0.774,0.226,0.7384
neutral,0.177,0.724,0.099,-0.3382
positive,0.0,0.865,0.135,0.4215
positive,0.0,1.0,0.0,0.0
neutral,0.163,0.837,0.0,-0.5106
neutral,0.0,0.906,0.094,0.3612
positive,0.0,0.765,0.235,0.5231
positive,0.0,0.745,0.255,0.8011
positive,0.414,0.586,0.0,-0.9191
negative,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.601,0.399,0.743
negative,0.0,0.691,0.309,0.7003
negative,0.261,0.521,0.219,0.0951
neutral,0.0,1.0,0.0,0.0
neutral,0.12,0.757,0.124,0.0258
positive,0.138,0.652,0.21,0.25
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.779,0.221,0.6751
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.9,0.1,0.2732
neutral,0.0,0.872,0.128,0.2263
negative,0.0,1.0,0.0,0.0
positive,0.132,0.558,0.31,0.5423
positive,0.0,0.704,0.296,0.8395
neutral,0.143,0.857,0.0,-0.4588
neutral,0.0,0.815,0.185,0.6243
neutral,0.076,0.794,0.13,0.4003
positive,0.0,0.808,0.192,0.5859
positive,0.0,0.707,0.293,0.8442
neutral,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.804,0.196,0.5976
neutral,0.0,1.0,0.0,0.0
neutral,0.116,0.801,0.084,-0.2103
positive,0.118,0.625,0.256,0.4926
negative,0.255,0.476,0.268,0.0772
positive,0.395,0.465,0.14,-0.6597
negative,0.141,0.859,0.0,-0.3182
positive,0.0,0.858,0.142,0.5106
negative,0.144,0.856,0.0,-0.5216
neutral,0.083,0.849,0.068,-0.0772
negative,0.187,0.55,0.263,0.4645
negative,0.0,1.0,0.0,0.0
positive,0.0,0.744,0.256,0.6705
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.833,0.167,0.4588
objective,0.0,1.0,0.0,0.0
objective,0.0,0.706,0.294,0.7378
neutral,0.223,0.777,0.0,-0.3182
positive,0.0,1.0,0.0,0.0
positive,0.0,0.575,0.425,0.8777
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,0.741,0.259,0.8271
positive,0.0,0.772,0.228,0.7096
neutral,0.0,0.888,0.112,0.4404
negative,0.091,0.909,0.0,-0.3197
positive,0.0,0.642,0.358,0.7297
neutral,0.141,0.859,0.0,-0.3182
objective,0.205,0.795,0.0,-0.5574
negative,0.167,0.833,0.0,-0.3818
positive,0.0,0.828,0.172,0.3612
objective,0.129,0.702,0.17,0.1779
positive,0.0,0.838,0.162,0.4019
positive,0.0,0.845,0.155,0.5399
negative,0.194,0.806,0.0,-0.5574
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.896,0.104,0.4215
negative,0.321,0.679,0.0,-0.7959
neutral,0.0,0.771,0.229,0.6187
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.591,0.409,0.8658
positive,0.0,0.889,0.111,0.3612
neutral,0.0,1.0,0.0,0.0
negative,0.332,0.668,0.0,-0.4561
objective,0.0,1.0,0.0,0.0
positive,0.0,0.711,0.289,0.7096
positive,0.0,0.899,0.101,0.4003
neutral,0.0,0.572,0.428,0.7737
neutral,0.0,0.92,0.08,0.1901
objective,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.685,0.315,0.8061
positive,0.175,0.73,0.095,-0.2732
positive,0.0,1.0,0.0,0.0
positive,0.096,0.48,0.424,0.8481
negative,0.076,0.84,0.084,0.0516
negative,0.0,0.799,0.201,0.5848
negative,0.0,0.864,0.136,0.4278
objective,0.0,1.0,0.0,0.0
objective,0.107,0.794,0.098,-0.0516
objective,0.0,0.902,0.098,0.3365
objective,0.0,0.693,0.307,0.6114
positive,0.095,0.514,0.391,0.8172
negative,0.349,0.301,0.349,0.0
objective,0.102,0.898,0.0,-0.3818
positive,0.0,0.589,0.411,0.7408
negative,0.0,0.775,0.225,0.4404
negative,0.0,0.882,0.118,0.4939
objective,0.0,0.721,0.279,0.7003
positive,0.114,0.746,0.139,0.128
neutral,0.106,0.894,0.0,-0.2263
positive,0.0,1.0,0.0,0.0
negative,0.274,0.726,0.0,-0.5994
positive,0.0,0.767,0.233,0.7263
positive,0.0,0.759,0.241,0.5413
objective,0.0,1.0,0.0,0.0
positive,0.0,0.724,0.276,0.7906
negative,0.0,0.696,0.304,0.4696
neutral,0.0,1.0,0.0,0.0
negative,0.0,0.92,0.08,0.25
positive,0.0,0.844,0.156,0.3809
positive,0.0,0.835,0.165,0.5499
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.739,0.261,0.6476
negative,0.398,0.602,0.0,-0.8979
objective,0.0,1.0,0.0,0.0
negative,0.0,0.796,0.204,0.624
positive,0.0,0.854,0.146,0.5562
positive,0.0,0.847,0.153,0.4404
positive,0.0,1.0,0.0,0.0
objective,0.265,0.735,0.0,-0.5574
positive,0.0,0.65,0.35,0.4003
positive,0.0,0.704,0.296,0.6369
neutral,0.0,0.839,0.161,0.4003
neutral,0.089,0.8,0.111,0.128
neutral,0.0,1.0,0.0,0.0
positive,0.156,0.844,0.0,-0.3804
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.0,0.9,0.1,0.2732
negative,0.125,0.77,0.105,-0.1068
negative,0.097,0.903,0.0,-0.4019
neutral,0.0,1.0,0.0,0.0
neutral,0.142,0.521,0.337,0.6953
negative,0.121,0.879,0.0,-0.4404
positive,0.062,0.795,0.143,0.431
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.746,0.254,0.5267
negative,0.209,0.791,0.0,-0.4404
positive,0.211,0.658,0.131,-0.5145
positive,0.0,0.841,0.159,0.6917
positive,0.115,0.575,0.31,0.6956
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
negative,0.333,0.5,0.167,-0.4588
positive,0.143,0.579,0.277,0.6598
neutral,0.173,0.827,0.0,-0.3197
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
negative,0.349,0.651,0.0,-0.8481
negative,0.123,0.877,0.0,-0.4215
neutral,0.0,0.841,0.159,0.6093
positive,0.295,0.542,0.163,-0.5242
neutral,0.0,1.0,0.0,0.0
neutral,0.134,0.788,0.079,-0.2924
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.2,0.8,0.0,-0.6114
neutral,0.0,0.909,0.091,0.2023
objective,0.224,0.776,0.0,-0.6369
positive,0.0,0.745,0.255,0.802
positive,0.0,0.789,0.211,0.7249
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.844,0.156,0.168
objective,0.0,1.0,0.0,0.0
objective,0.0,0.905,0.095,0.2263
objective,0.0,0.801,0.199,0.4995
negative,0.117,0.883,0.0,-0.2755
objective,0.328,0.508,0.164,-0.4939
objective,0.146,0.854,0.0,-0.4404
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.795,0.205,0.5994
negative,0.0,0.723,0.277,0.7935
positive,0.0,0.876,0.124,0.4019
positive,0.0,0.667,0.333,0.6705
objective,0.263,0.602,0.135,-0.3687
positive,0.0,0.772,0.228,0.8122
positive,0.0,0.679,0.321,0.8977
objective,0.0,0.777,0.223,0.6669
neutral,0.278,0.722,0.0,-0.6124
objective,0.0,1.0,0.0,0.0
negative,0.0,0.838,0.162,0.4404
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.917,0.083,0.2023
objective,0.0,0.748,0.252,0.6597
positive,0.0,0.856,0.144,0.4939
objective,0.0,1.0,0.0,0.0
positive,0.2,0.571,0.229,0.0772
objective,0.0,1.0,0.0,0.0
positive,0.0,0.872,0.128,0.4215
positive,0.0,0.843,0.157,0.4199
objective,0.0,1.0,0.0,0.0
positive,0.164,0.836,0.0,-0.4833
objective,0.095,0.905,0.0,-0.296
objective,0.0,1.0,0.0,0.0
positive,0.0,0.797,0.203,0.6785
neutral,0.0,0.748,0.252,0.7506
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.868,0.132,0.4404
positive,0.0,0.745,0.255,0.8016
negative,0.119,0.688,0.193,0.4497
neutral,0.096,0.643,0.261,0.6249
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.772,0.228,0.7346
positive,0.0,0.64,0.36,0.8614
negative,0.0,0.854,0.146,0.5302
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.817,0.183,0.5719
negative,0.31,0.69,0.0,-0.8573
positive,0.0,0.729,0.271,0.8479
neutral,0.0,1.0,0.0,0.0
neutral,0.115,0.513,0.372,0.7906
objective,0.0,0.796,0.204,0.6239
neutral,0.0,0.921,0.079,0.2023
positive,0.0,0.774,0.226,0.7717
negative,0.262,0.683,0.055,-0.6542
objective,0.102,0.742,0.155,0.128
neutral,0.208,0.663,0.13,-0.4151
negative,0.0,0.699,0.301,0.5349
objective,0.0,0.719,0.281,0.4404
positive,0.0,0.721,0.279,0.7351
objective,0.048,0.804,0.148,0.5399
positive,0.0,0.616,0.384,0.7378
positive,0.0,0.654,0.346,0.8904
positive,0.0,0.873,0.127,0.5837
objective,0.091,0.909,0.0,-0.296
neutral,0.0,0.936,0.064,0.0772
positive,0.324,0.526,0.15,-0.6486
negative,0.095,0.905,0.0,-0.2263
negative,0.127,0.873,0.0,-0.5423
positive,0.0,0.757,0.243,0.8126
negative,0.332,0.526,0.142,-0.5574
negative,0.0,0.902,0.098,0.3612
positive,0.0,0.715,0.285,0.6114
neutral,0.247,0.753,0.0,-0.7356
objective,0.115,0.885,0.0,-0.3818
positive,0.0,0.743,0.257,0.7081
neutral,0.0,1.0,0.0,0.0
negative,0.402,0.598,0.0,-0.6908
negative,0.1,0.647,0.253,0.431
positive,0.0,0.85,0.15,0.5719
positive,0.0,0.799,0.201,0.6757
neutral,0.122,0.878,0.0,-0.3612
positive,0.0,0.895,0.105,0.25
positive,0.0,0.566,0.434,0.8945
positive,0.0,1.0,0.0,0.0
positive,0.0,0.686,0.314,0.8051
negative,0.159,0.697,0.144,-0.0772
negative,0.0,0.758,0.242,0.6249
objective,0.115,0.78,0.106,-0.0516
positive,0.294,0.706,0.0,-0.7177
positive,0.0,0.83,0.17,0.6249
neutral,0.0,0.707,0.293,0.7543
neutral,0.0,1.0,0.0,0.0
positive,0.1,0.812,0.089,-0.0772
objective,0.0,1.0,0.0,0.0
positive,0.0,0.823,0.177,0.7783
neutral,0.1,0.9,0.0,-0.4184
neutral,0.0,0.878,0.122,0.3612
objective,0.0,0.905,0.095,0.2732
negative,0.179,0.821,0.0,-0.3412
objective,0.0,0.82,0.18,0.5106
positive,0.0,1.0,0.0,0.0
objective,0.0,0.735,0.265,0.7804
positive,0.0,0.79,0.21,0.4926
positive,0.0,0.686,0.314,0.8309
objective,0.0,1.0,0.0,0.0
positive,0.0,0.735,0.265,0.5574
neutral,0.0,0.699,0.301,0.5106
negative,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.1,0.651,0.249,0.5319
neutral,0.0,0.906,0.094,0.4003
negative,0.0,1.0,0.0,0.0
neutral,0.235,0.765,0.0,-0.5574
objective,0.0,0.793,0.207,0.6331
neutral,0.472,0.341,0.187,-0.6124
positive,0.165,0.67,0.165,0.0
negative,0.232,0.768,0.0,-0.7227
positive,0.303,0.509,0.188,-0.2033
neutral,0.139,0.722,0.139,0.0
negative,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.161,0.714,0.125,0.0516
neutral,0.0,0.805,0.195,0.5267
neutral,0.0,0.806,0.194,0.5574
positive,0.071,0.625,0.304,0.8317
objective,0.0,1.0,0.0,0.0
positive,0.0,0.833,0.167,0.4939
objective,0.0,1.0,0.0,0.0
positive,0.0,0.682,0.318,0.5574
positive,0.091,0.742,0.168,0.4344
neutral,0.0,1.0,0.0,0.0
