@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute pnumber numeric
@attribute nnumber numeric
@attribute weight real
@attribute polarity real
@attribute question_mark {yes, no}
@data
positive,2,2,4.52419089013567,0.65,yes
negative,1,1,0.0,0.0,yes
negative,2,2,1.3975116763104318,-0.04375,yes
objective,1,1,1.67442330394204,-0.08333333333333334,no
positive,0,0,0.0,0.3375,no
neutral,1,1,0.0,-0.15555555555555559,yes
positive,0,0,0.0,0.0,no
negative,0,0,0.0,0.0,no
positive,1,1,3.194533449678201,0.2333333333333333,no
positive,1,1,3.72019173289494,0.20000000000000004,no
objective,0,0,0.0,0.0,yes
positive,3,3,0.0,0.0,no
negative,1,1,0.0,0.0,yes
neutral,0,0,0.0,0.0,no
negative,0,0,0.0,0.35,no
positive,2,2,1.60578016123775,0.4166666666666667,no
positive,0,0,2.313686496613906,0.5,no
neutral,1,1,0.0,0.0,no
positive,2,2,0.98736029125407,0.15833333333333335,no
negative,0,0,0.0,-0.4,no
objective,0,0,-0.205477541271644,0.0,no
negative,1,1,0.680720628079802,0.45,no
positive,1,1,-0.14426039064235,0.26666666666666666,no
positive,0,0,1.673710852998303,0.25,yes
positive,1,1,0.0,0.0,yes
objective,0,0,0.0,0.0,no
positive,2,2,0.927524894935943,-0.012500000000000011,no
positive,1,1,0.128867069018432,0.3333333333333333,no
neutral,0,0,0.0,0.0,no
neutral,2,2,1.05023749422614,-0.13333333333333333,no
neutral,3,3,0.0,0.4,no
positive,0,0,1.561805240981009,-0.01333333333333333,no
positive,0,0,0.0,0.0,no
objective,1,1,0.6945864537020301,0.07142857142857142,no
negative,1,1,0.0,0.0,no
negative,1,1,0.0,-0.3625,no
negative,1,1,0.927524894935943,-0.4,no
neutral,0,0,0.0,0.0,yes
neutral,2,2,0.0,0.30000000000000004,yes
negative,1,1,0.0,0.5,no
positive,1,1,-0.0262516482448934,-0.05,no
neutral,0,0,1.09262600177811,0.06818181818181818,no
neutral,0,0,0.0,0.0,no
negative,0,0,1.25810250562971,0.0,no
positive,1,1,0.0,0.0,no
positive,2,2,0.0,0.0,yes
positive,1,1,0.0,0.65,no
positive,1,1,2.541205398986207,0.0,no
positive,0,0,0.0,0.0,no
negative,1,1,0.0,-0.2333333333333333,no
positive,2,2,0.0,1.0,no
neutral,0,0,0.0,0.0,no
positive,0,0,1.47082950922739,-0.1277777777777778,yes
positive,0,0,0.0,0.0,no
negative,3,3,0.557180871508522,0.1,no
negative,1,1,1.541689691051814,-0.2,no
neutral,1,1,0.0,0.2,no
positive,0,0,-0.515273020207354,-0.5,no
neutral,4,4,1.6031170418339329,-0.0755844155844156,no
neutral,0,0,0.0,0.0,no
neutral,0,0,2.19742386523774,0.06818181818181818,no
objective,0,0,2.14057964796741,0.0,no
objective,0,0,0.0,0.0,no
neutral,0,0,1.810391056987518,0.25,no
objective,0,0,1.09262600177811,0.13636363636363635,no
positive,2,2,1.40073474131027,0.75,no
positive,1,1,0.0,0.5,yes
positive,1,1,1.6694097421577838,-0.05555555555555555,no
neutral,0,0,0.0,0.0,yes
objective,0,0,1.10479786345963,0.0,no
objective,1,1,0.128867069018432,0.0,no
objective,1,1,0.0,0.13636363636363635,no
negative,0,0,1.25696419523725,0.2,no
objective,1,1,1.9218192145781932,0.15,no
objective,0,0,2.25538702137162,-0.05,yes
neutral,0,0,0.539273336475273,0.0,no
positive,0,0,0.0,0.7,no
negative,2,2,0.927524894935943,-0.4,no
positive,1,1,0.0,0.0,no
positive,0,0,0.0,0.8,yes
objective,0,0,0.0,0.0,no
positive,2,2,3.47573912884161,0.85,no
positive,2,2,0.0,1.0,no
objective,1,1,1.3184552860947578,0.5,no
neutral,0,0,0.0,0.0,no
objective,1,1,3.1127768984921627,-0.04242424242424244,no
negative,1,1,0.0,0.0,no
objective,1,1,0.0,0.0,no
neutral,0,0,0.589370903952815,0.0,yes
objective,2,2,0.39030138211000603,0.033333333333333375,no
positive,2,2,1.10479786345963,0.1,no
objective,0,0,0.0,0.0,yes
positive,0,0,0.728546610120507,0.25,no
objective,0,0,0.33519361400645,0.03333333333333333,no
positive,0,0,0.0,0.4,no
positive,5,5,3.3238069093699,0.525,no
objective,0,0,1.10479786345963,0.0,no
positive,1,1,-0.251932748037953,0.2857142857142857,no
objective,1,1,0.673550167936649,0.0,no
objective,0,0,0.0,-0.15555555555555559,no
positive,2,2,8.05367093663136,0.75,no
neutral,3,3,1.7942369585500493,0.13333333333333333,no
neutral,1,1,-0.251932748037953,0.2857142857142857,yes
positive,2,2,3.47573912884161,0.175,no
positive,1,1,1.756136185118533,0.175,no
negative,2,2,0.0,0.0,no
neutral,2,2,-1.65254547566672,-0.30833333333333335,no
neutral,0,0,0.0,0.0,no
positive,3,3,3.9113854006022946,0.4666666666666667,no
positive,2,2,0.0,0.5,no
negative,0,0,0.0,0.0,no
neutral,2,2,0.927524894935943,-0.4,no
neutral,2,2,0.0,0.0,no
positive,1,1,0.0,0.06026936026936026,yes
negative,1,1,1.05521412973117,0.0,no
positive,2,2,0.0,0.5,no
neutral,2,2,1.77228173970259,0.13636363636363635,no
neutral,3,3,2.31929742189344,0.37878787878787873,no
objective,0,0,0.0,0.8,no
neutral,0,0,0.0,0.0,no
positive,0,0,1.43339334558163,0.1,no
negative,0,0,3.0461663262723464,-0.22685185185185186,no
objective,0,0,1.1768319337003084,0.16666666666666669,no
neutral,0,0,-0.0326654806493137,0.16666666666666669,yes
negative,1,1,4.54667734832129,0.7,yes
objective,0,0,1.478694847199321,0.0,no
positive,3,3,1.11106268692218,0.325,no
objective,0,0,0.0,0.0,no
positive,0,0,0.0,0.8,yes
positive,3,3,2.542958961657975,0.18333333333333335,no
positive,0,0,2.4188227047056277,0.05,no
objective,1,1,0.683232691369094,0.0,no
neutral,1,1,1.94181980923251,-0.1,no
positive,2,2,4.290349165339456,0.033333333333333326,no
negative,1,1,2.46662880398805,-0.1,no
negative,2,2,0.0,-0.25,no
positive,3,3,1.364369889404385,0.6000000000000001,no
negative,0,0,-1.01493152025392,-0.7999999999999999,no
negative,1,1,0.0438540896680914,-0.16666666666666666,no
positive,1,1,1.44519921674032,0.8,no
neutral,3,3,4.4960380610767015,0.26666666666666666,no
objective,0,0,0.614164796115871,0.0,no
positive,1,1,0.0,0.1,no
neutral,2,2,0.0,0.0,no
negative,0,0,0.0,0.0,no
negative,4,4,2.226488958311993,0.04999999999999999,no
positive,1,1,0.0,0.3,no
positive,4,4,0.0,-0.25,no
neutral,2,2,0.105121401299261,-0.125,no
positive,0,0,0.0,0.0,no
positive,3,3,0.33519361400645,-0.16666666666666666,no
positive,0,0,0.0,0.0,yes
positive,1,1,1.9840856133158802,0.19166666666666665,no
negative,2,2,4.158971820210704,0.7,no
negative,1,1,2.24432448649132,0.15333333333333335,no
objective,3,3,1.21503846854329,0.0,no
positive,1,1,-0.0871444165218816,-0.16666666666666666,yes
positive,1,1,6.6838980767645,0.3166666666666667,no
neutral,4,4,0.554835428911568,0.4000000000000001,no
neutral,0,0,0.0,0.0,no
positive,1,1,1.006169757591757,0.1619047619047619,no
objective,0,0,1.09262600177811,0.13636363636363635,no
positive,1,1,0.589370903952815,0.39999999999999997,no
neutral,0,0,1.13487911177895,0.19791666666666666,no
neutral,0,0,1.25696419523725,0.1,no
objective,2,2,1.09262600177811,0.06818181818181818,no
negative,1,1,3.47573912884161,0.35,no
objective,1,1,0.0,0.3,no
positive,2,2,2.5357704179516882,-0.26666666666666666,no
objective,1,1,0.0,0.0,no
positive,1,1,0.0,0.5,yes
positive,1,1,1.35261144775697,0.7,no
objective,0,0,0.0,0.0,no
positive,2,2,0.0,0.3,no
neutral,0,0,0.0,0.2,yes
negative,1,1,1.559911517612,0.2333333333333333,no
neutral,1,1,0.0,0.0,no
neutral,1,1,0.281785813434765,0.4,no
neutral,1,1,1.05521412973117,0.0,no
negative,1,1,0.0,0.0,no
neutral,0,0,-0.019203004271713,0.25,no
objective,3,3,2.85670649418829,0.2676767676767677,no
neutral,1,1,0.281785813434765,-0.2,no
positive,2,2,3.72298363188097,0.0,no
negative,0,0,1.09262600177811,-0.2318181818181818,no
positive,1,1,0.515153668273904,-0.3,yes
neutral,1,1,0.0,-0.5,yes
negative,0,0,1.41167560412092,0.0,yes
objective,0,0,2.04397407463079,0.4,no
neutral,0,0,0.0,0.0,no
neutral,1,1,0.33519361400645,-0.04583333333333334,yes
neutral,2,2,-0.24483259278764002,0.024999999999999984,no
positive,1,1,0.0810706664966108,-0.11249999999999999,no
objective,0,0,0.0,0.0,no
positive,1,1,2.0948414448759,0.3,no
objective,1,1,0.0,0.0,no
positive,0,0,1.25696419523725,0.2,no
positive,2,2,0.0,0.0,no
neutral,0,0,0.0,0.0,no
negative,2,2,0.0,-0.2,no
positive,0,0,1.25696419523725,0.2,no
objective,1,1,0.323727044270724,0.09642857142857142,no
objective,0,0,0.0,-0.2,no
neutral,0,0,0.109464477954377,0.2333333333333333,yes
neutral,0,0,0.0,0.0,no
negative,0,0,0.0,0.0,no
positive,1,1,0.0,0.0,yes
positive,0,0,2.06684271413265,0.675,no
positive,2,2,0.0,0.0,no
negative,0,0,0.513495502035281,-0.15,no
neutral,0,0,1.78283685285566,0.0,no
positive,2,2,1.38543110823259,-0.022222222222222227,no
positive,2,2,0.0,1.0,no
neutral,0,0,1.50849777481154,0.0,no
objective,1,1,3.11201369181283,-0.19999999999999998,no
negative,4,4,3.592895287083958,0.1,yes
neutral,2,2,2.757640809547155,0.22777777777777777,no
neutral,0,0,0.985429359123998,0.1,no
neutral,0,0,0.703603506914847,0.2,yes
positive,2,2,0.0,0.2556818181818182,no
negative,0,0,1.38044092518369,0.0,no
positive,2,2,2.34075884664935,0.075,no
neutral,1,1,1.484638529899038,-0.06666666666666667,no
positive,1,1,1.09262600177811,0.13636363636363635,no
positive,2,2,1.44318462459112,0.25,no
neutral,0,0,1.6029852766284298,-0.04375,yes
negative,0,0,-0.00600661641348305,-0.6,yes
positive,2,2,0.0,0.0,no
positive,1,1,1.845459069289656,0.31212121212121213,yes
objective,0,0,4.40920187446808,0.1787878787878788,no
neutral,0,0,0.0,0.0,no
negative,1,1,0.8437114172507,-0.05,no
positive,3,3,0.296120316675217,0.5,no
objective,0,0,0.554835428911568,0.20000000000000004,no
neutral,1,1,1.62535028801904,-0.2,no
positive,1,1,0.28734058843731997,0.14285714285714285,no
negative,0,0,0.0,-0.27499999999999997,no
neutral,0,0,1.0334351386616,-0.2,no
positive,3,3,2.432413557592799,0.25,no
positive,1,1,1.8333444735801372,0.125,no
positive,0,0,0.0,0.0,no
neutral,1,1,1.06419087648782,-0.2,no
positive,2,2,1.21503846854329,0.3181818181818182,no
negative,0,0,0.5005052956503491,-0.25,no
positive,1,1,0.9302743874376334,0.275,no
positive,3,3,0.456207705106122,0.15,no
positive,2,2,0.0,1.0,no
neutral,3,3,-4.658460583498842,0.10277777777777779,no
positive,0,0,0.0,0.0,no
objective,0,0,1.12939836481468,0.0,no
positive,0,0,2.153757663361822,0.0,no
positive,1,1,1.11106268692218,0.6000000000000001,no
negative,0,0,0.0,0.0,no
objective,3,3,2.020150896714053,-0.13181818181818183,no
neutral,1,1,0.7121082347085255,-0.16666666666666666,no
negative,0,0,0.791925498634745,0.0,no
positive,2,2,1.45276123973371,0.0,no
neutral,2,2,0.0,0.2,no
positive,3,3,0.0,0.2,yes
neutral,1,1,1.05821309312319,0.25,yes
neutral,1,1,0.0,0.0,no
positive,0,0,0.0,0.0,no
objective,1,1,2.04397407463079,0.30000000000000004,no
positive,1,1,0.0,0.5,no
negative,0,0,0.0,0.2,no
positive,1,1,0.0,0.0,no
negative,0,0,0.0,0.0,no
positive,1,1,1.09262600177811,0.2556818181818182,no
objective,0,0,0.128867069018432,0.0,no
objective,1,1,0.0,0.13636363636363635,no
positive,3,3,1.445576814819475,0.28888888888888886,yes
neutral,1,1,0.0,0.0,no
objective,0,0,0.0,0.0,no
positive,0,0,1.67840449351246,1.0,no
positive,6,6,2.8820770186655142,0.39999999999999997,no
objective,1,1,0.0,0.0,no
positive,2,2,0.0,-0.1,no
positive,0,0,2.359125121592262,0.5,no
neutral,0,0,0.0,0.0,no
positive,1,1,0.927524894935943,-0.4,no
positive,1,1,3.36642526014764,0.8,no
neutral,0,0,0.0,0.0,no
positive,0,0,0.0,0.0,no
positive,1,1,2.823388054996407,0.275,no
objective,2,2,0.0,0.0,no
positive,2,2,0.273933752109429,0.5,no
positive,1,1,1.728102998955072,0.575,no
positive,2,2,0.7983047461881871,0.33134920634920634,no
objective,3,3,1.44519921674032,0.5,no
positive,2,2,1.62535028801904,0.4,no
objective,0,0,1.10479786345963,0.0,yes
neutral,2,2,0.0,0.2,no
objective,0,0,1.850190599745093,-0.1,no
negative,0,0,0.0,-0.125,no
neutral,1,1,0.617555917504432,-0.09375,no
negative,2,2,0.927524894935943,0.25,no
negative,0,0,1.18185245861361,-0.35000000000000003,no
neutral,0,0,0.0,0.0,no
objective,0,0,0.0,0.0,no
objective,0,0,0.0,-0.07777777777777779,no
positive,2,2,0.0,0.5,no
neutral,0,0,2.26292977356524,0.21666666666666665,yes
objective,1,1,1.771236312186643,-0.15,no
positive,3,3,1.44179916160401,0.4444444444444444,no
positive,2,2,0.0,0.0,no
objective,1,1,1.33922968993559,-0.2,yes
objective,1,1,1.9202450171221659,-0.12000000000000001,yes
objective,3,3,1.04366484030265,0.5666666666666667,no
positive,3,3,1.16379100138471,0.0,no
positive,0,0,1.724776760936568,0.1,no
neutral,2,2,0.0,0.06818181818181818,no
positive,5,5,8.980986577093251,0.5,no
negative,1,1,0.0,-0.4,no
positive,1,1,1.44519921674032,0.8,yes
neutral,2,2,0.696145071560016,0.16666666666666666,no
positive,1,1,0.0,0.375,no
positive,3,3,5.003341899679947,0.16,no
positive,0,0,1.16775105648271,0.5,no
positive,0,0,0.0,0.0,no
neutral,0,0,1.9446969783019918,0.25,no
objective,0,0,1.25810250562971,0.0,no
negative,1,1,-1.06657617075661,0.6,no
negative,1,1,0.0,-0.6,no
negative,0,0,2.53819120904126,-0.06666666666666667,no
positive,1,1,2.3076644703214,0.4787878787878788,no
neutral,1,1,0.927524894935943,-0.4,yes
positive,3,3,1.08258407596962,0.8,no
positive,2,2,3.023582193743192,0.3333333333333333,no
negative,0,0,0.0,0.0,no
objective,2,2,0.680720628079802,0.0,no
positive,1,1,0.0,0.0,no
negative,0,0,0.0,-0.6,no
neutral,0,0,0.0,0.0,no
objective,0,0,0.0,0.0,no
negative,3,3,3.17519856370507,-0.3214285714285714,yes
positive,0,0,0.0,0.0,no
negative,1,1,3.7116521461953003,-0.03333333333333336,no
negative,2,2,1.25810250562971,-0.4,no
negative,0,0,0.0,0.2,no
neutral,2,2,0.0,0.5,yes
neutral,2,2,1.1599297387817509,0.022222222222222237,no
positive,0,0,0.0,0.4,no
objective,0,0,0.0,0.0,no
neutral,2,2,0.0,1.0,yes
objective,0,0,0.728546610120507,0.25,no
negative,0,0,0.0,0.525,no
neutral,2,2,1.056391963954375,-0.2,no
objective,0,0,1.0732133101505685,-0.2833333333333333,no
positive,1,1,1.77765107878651,-0.05,no
positive,1,1,5.0282683470748815,0.25925925925925924,no
negative,1,1,1.488358681100353,0.09999999999999999,no
neutral,1,1,0.728546610120507,0.125,no
negative,1,1,1.42026064479237,-0.041666666666666664,no
positive,1,1,0.0,0.0,no
objective,0,0,1.10479786345963,0.0,no
positive,0,0,0.0,0.0,no
positive,1,1,0.0,0.4,no
positive,2,2,0.987380001207269,0.049999999999999996,no
objective,0,0,0.0,0.0,yes
positive,2,2,0.0,0.5,no
neutral,0,0,0.0,0.0,no
neutral,0,0,0.0,0.0,yes
positive,1,1,1.715926611327776,0.2,no
positive,1,1,2.6056459300747408,0.21250000000000002,no
neutral,1,1,0.927524894935943,-0.4,no
objective,0,0,0.0,0.0,yes
positive,1,1,-0.019203004271713,0.325,no
positive,0,0,1.43526242443854,0.2,no
positive,0,0,5.60131400079488,-0.16666666666666666,no
positive,1,1,1.44700670157598,0.8,no
objective,1,1,0.0,-0.2,no
neutral,2,2,0.0,0.0,no
neutral,2,2,0.0,0.0,no
neutral,1,1,0.0,0.0,no
neutral,1,1,0.985429359123998,0.15000000000000002,no
positive,1,1,-0.029308266920589965,0.8,no
negative,2,2,0.0,0.0,no
negative,1,1,0.617555917504432,-0.34375,no
negative,1,1,3.47573912884161,0.7,no
positive,0,0,2.167772731500026,0.5,no
positive,0,0,0.0,0.0,no
negative,3,3,1.242042112155788,0.25,no
positive,1,1,0.0,0.39999999999999997,yes
positive,3,3,5.16767160365716,0.8,no
positive,0,0,0.0,0.6,no
positive,2,2,0.0,0.5681818181818181,no
objective,2,2,0.735803935885698,0.5,no
positive,0,0,0.0,-0.6,yes
positive,1,1,5.080527187135279,0.21666666666666667,no
objective,2,2,0.0,0.0,no
objective,2,2,0.0,0.0,no
objective,0,0,0.0,0.0,no
objective,1,1,0.0,0.0,yes
negative,2,2,0.0,0.0,yes
positive,1,1,2.35509207575456,0.0,no
positive,3,3,1.633908672918768,0.4,no
positive,2,2,0.0,0.5,no
positive,1,1,0.0,0.0,no
neutral,1,1,1.04366484030265,0.3333333333333333,no
neutral,1,1,-0.251932748037953,0.2857142857142857,no
negative,0,0,0.0,-0.2,yes
objective,1,1,0.0,0.0,no
neutral,2,2,0.0,0.06818181818181818,no
neutral,0,0,0.0,0.0,no
negative,1,1,1.04366484030265,-0.033333333333333354,no
neutral,0,0,0.0,0.0,yes
neutral,1,1,0.589370903952815,0.0,no
neutral,0,0,0.0,-0.4,no
objective,0,0,2.1672818177376083,0.1,yes
objective,1,1,0.0,0.0,no
negative,0,0,1.92122604340732,0.0,no
positive,3,3,1.25810250562971,0.3,no
negative,1,1,-0.0871444165218816,-0.16666666666666666,no
negative,1,1,0.0,0.0,no
positive,3,3,6.074495175036232,0.2722222222222222,no
negative,1,1,0.0,0.0,no
negative,1,1,0.0,0.0,no
positive,0,0,0.0,0.0,no
positive,1,1,1.08258407596962,0.8,no
neutral,2,2,1.49563659925907,0.4,no
neutral,1,1,0.9549613655975051,0.1,yes
objective,0,0,3.529570657618696,0.22227272727272726,no
positive,1,1,0.0,0.175,no
positive,1,1,0.0,0.0,no
objective,1,1,0.0,0.5,no
positive,0,0,0.0,0.0,no
neutral,0,0,1.938823133709512,0.0,yes
positive,1,1,1.44519921674032,0.4,no
objective,0,0,0.0,0.0,no
negative,1,1,0.0,0.25,no
neutral,2,2,0.927524894935943,-0.2,no
objective,0,0,0.0,0.0,no
negative,2,2,3.544077136054363,-0.21111111111111114,no
negative,0,0,0.0,0.0,no
neutral,1,1,2.398354404163333,0.0,no
positive,1,1,0.0,0.0,no
positive,1,1,0.0,0.0,no
negative,0,0,0.0,0.0,yes
negative,2,2,0.0,0.09999999999999999,no
objective,0,0,0.0,0.0,no
positive,0,0,0.128867069018432,0.0,no
neutral,0,0,1.42781961578456,0.08484848484848484,no
objective,1,1,1.5585900246916464,-0.13333333333333333,no
positive,1,1,0.927524894935943,-0.4,no
positive,1,1,2.628713206576366,0.03749999999999999,yes
neutral,0,0,0.800445074474076,0.0,no
positive,1,1,1.08258407596962,0.8,no
neutral,0,0,0.0,0.2,no
negative,0,0,0.0,0.0,no
positive,0,0,0.0,0.0,no
neutral,2,2,0.695761806427916,0.06818181818181818,no
neutral,2,2,3.2371638911625196,-0.0875,no
positive,1,1,0.0,0.0,no
objective,1,1,0.0,0.8,no
negative,1,1,0.0,-0.2,yes
neutral,1,1,2.36266262545037,0.04545454545454545,no
positive,0,0,-0.604292567809281,-0.5,no
neutral,2,2,1.46716431304773,0.1875,no
positive,2,2,1.44519921674032,0.8,no
positive,1,1,1.25810250562971,0.39166666666666666,yes
neutral,1,1,0.0,0.0,no
objective,2,2,2.11042825946234,0.0,no
objective,2,2,0.925979391263991,0.0,yes
positive,3,3,4.080197325431575,0.15833333333333333,no
neutral,0,0,0.0,-0.13333333333333333,no
neutral,1,1,2.5433475686596534,-0.004761904761904782,no
positive,0,0,0.0,0.0,no
neutral,3,3,0.927524894935943,0.06666666666666667,no
positive,1,1,2.20472376440045,0.5,no
neutral,1,1,3.181008230482397,-0.1,no
neutral,2,2,1.65607150505645,-0.07500000000000001,no
positive,1,1,0.680720628079802,0.0,no
objective,4,4,1.902388074001015,-0.2,no
positive,4,4,2.12624891627227,0.5666666666666667,no
negative,2,2,0.8437114172507,-0.125,no
objective,3,3,0.0,0.0,no
positive,1,1,1.10479786345963,0.25,no
positive,3,3,0.695659686174329,0.16666666666666666,no
negative,2,2,1.67840449351246,0.5,no
neutral,0,0,0.31736239971822305,-0.1,no
positive,0,0,0.0,-0.15555555555555559,no
positive,1,1,0.483196901502242,0.35416666666666663,no
neutral,0,0,0.746422986522864,-0.09375,no
positive,0,0,0.0,0.0,no
positive,0,0,0.0,0.2,no
neutral,1,1,0.0,0.0,yes
positive,3,3,4.3363358722593315,0.35,no
positive,1,1,-0.0871444165218816,-0.16666666666666666,no
negative,0,0,1.09262600177811,0.13636363636363635,no
positive,1,1,0.0,0.0,no
positive,3,3,0.0,0.0,no
positive,0,0,0.0,0.0,yes
positive,0,0,0.0,0.0,no
positive,2,2,3.47573912884161,0.6,no
positive,1,1,1.94689549597459,0.0,no
neutral,0,0,0.128867069018432,0.0,no
positive,3,3,6.95147825768322,0.7,no
neutral,1,1,0.927524894935943,-0.4,no
neutral,0,0,0.0,0.30000000000000004,no
neutral,0,0,0.0,0.0,no
objective,2,2,0.987380001207269,0.049999999999999996,no
positive,3,3,0.0,0.2,no
neutral,0,0,1.21836121740248,0.0972222222222222,yes
positive,2,2,3.151205703326628,0.5333333333333333,no
positive,1,1,0.0,0.0,no
neutral,6,6,3.162051765450597,0.006122448979591839,no
positive,2,2,1.21503846854329,0.5,no
neutral,1,1,0.281785813434765,0.4,no
positive,1,1,1.11794772192165,0.0,no
positive,2,2,1.8231936531748902,0.5375,no
neutral,0,0,0.0,0.0,no
positive,1,1,0.128867069018432,0.25,no
objective,0,0,0.0,0.45,no
neutral,0,0,0.0,0.0,no
objective,0,0,0.0,0.0,no
positive,0,0,2.84679847293865,0.65,no
positive,2,2,0.0,0.6,no
positive,2,2,-0.0313522422293234,-0.5,no
positive,7,7,2.679738729712428,0.4318181818181818,no
positive,0,0,0.0,0.0,no
positive,3,3,0.0,0.375,no
positive,0,0,0.0,-0.15555555555555559,no
positive,2,2,3.47573912884161,0.0,no
positive,0,0,2.20472376440045,0.5,yes
positive,2,2,3.530218064714178,0.5666666666666667,no
negative,0,0,-0.337143662149842,0.0,no
positive,2,2,1.21503846854329,0.6,no
objective,0,0,0.0,0.0,no
objective,0,0,0.84127851596901,0.0,no
positive,1,1,1.23567825728086,1.0,no
neutral,1,1,0.0,0.0,yes
objective,1,1,1.21503846854329,0.25,no
negative,0,0,0.0,0.0,no
objective,0,0,0.0,0.0,yes
objective,0,0,0.0,0.0,no
positive,1,1,1.581431759153101,0.06818181818181818,no
negative,2,2,0.900711131073299,0.4,no
objective,2,2,1.9827390246671128,-0.2,no
positive,1,1,0.0,0.0,no
objective,0,0,1.0334351386616,-0.2,no
neutral,1,1,2.842247459816262,-0.018750000000000003,yes
neutral,0,0,0.0,0.0,no
objective,1,1,0.927524894935943,-0.4,yes
neutral,2,2,0.0,0.0,no
positive,1,1,0.0,0.0,no
neutral,2,2,0.0,0.2,no
positive,1,1,2.05743299563034,0.39999999999999997,no
neutral,1,1,0.253724868596727,0.11666666666666665,no
negative,2,2,-0.823709002767467,0.0,no
positive,0,0,0.0,0.0,no
positive,2,2,0.0,0.0,no
positive,3,3,5.8268602511691245,0.16249999999999998,no
positive,2,2,1.67840449351246,0.6666666666666666,no
positive,0,0,1.9376848233170518,0.1,no
neutral,1,1,0.927524894935943,-0.2,no
negative,1,1,0.0,0.2,no
objective,0,0,0.0,0.0,no
positive,1,1,0.728546610120507,0.19318181818181818,no
objective,0,0,0.0,0.0,no
objective,0,0,0.0,0.0,yes
objective,0,0,1.599696578245822,-0.05,yes
negative,1,1,2.7488677633664818,-0.48750000000000004,no
positive,2,2,0.0,1.0,no
neutral,2,2,-0.251932748037953,0.14285714285714285,no
positive,2,2,1.09262600177811,0.13636363636363635,no
neutral,0,0,0.0,0.0,no
positive,1,1,-0.14426039064235,0.5,no
neutral,2,2,0.0,0.0,no
positive,1,1,0.0,0.13636363636363635,no
neutral,0,0,0.0,0.0,no
objective,2,2,0.927524894935943,-0.2,no
objective,0,0,0.0,0.0,no
neutral,1,1,1.457093220241014,0.25,yes
positive,2,2,0.0,0.25,no
positive,1,1,0.0,0.5875,no
positive,0,0,1.9363374190288098,0.043181818181818175,no
positive,0,0,0.0,-0.4,yes
positive,1,1,3.47573912884161,0.7,no
objective,0,0,0.0,0.0,no
objective,1,1,0.0,0.0,no
positive,0,0,1.141154722400737,-0.07500000000000001,no
objective,1,1,0.281785813434765,0.4,no
negative,1,1,1.5011878901746,-0.10961538461538461,no
positive,0,0,0.0,0.0,no
positive,1,1,0.0,0.05,no
objective,1,1,1.8585283709597389,0.07878787878787878,yes
neutral,0,0,1.12939836481468,0.0,no
neutral,0,0,0.0,0.0,no
positive,1,1,0.0,-0.1,no
positive,0,0,0.0,0.3,yes
neutral,0,0,1.92122604340732,0.0,no
negative,1,1,3.47573912884161,0.7,no
positive,1,1,1.44519921674032,0.3166666666666667,no
neutral,2,2,0.0,0.0,no
positive,2,2,2.56109246798272,0.15833333333333333,no
negative,1,1,1.05023749422614,-0.14583333333333334,no
neutral,1,1,0.0,0.13636363636363635,no
objective,0,0,0.273933752109429,0.0,yes
positive,1,1,0.373813441994981,0.5,no
positive,1,1,0.0,0.6,no
positive,0,0,0.0,0.0,yes
objective,1,1,1.10479786345963,-0.07777777777777779,no
negative,2,2,0.900711131073299,0.4,no
neutral,0,0,0.0,0.0,yes
objective,1,1,1.03930603464402,-0.25,no
neutral,0,0,1.744911504567622,-0.1,no
objective,0,0,0.0,-0.2,no
positive,4,4,2.968285912142931,0.2590909090909091,no
positive,1,1,0.0,1.0,no
neutral,0,0,2.168860638720729,0.0,no
objective,0,0,0.0,0.0,no
neutral,1,1,2.25641965741377,0.03333333333333333,no
positive,0,0,0.128867069018432,0.0,no
positive,3,3,0.0,0.24318181818181817,no
objective,1,1,0.0,0.13636363636363635,yes
neutral,1,1,2.185627400565653,-0.2,no
positive,3,3,0.680720628079802,0.0,no
neutral,0,0,2.473821551540099,0.4,no
positive,1,1,3.034286963082494,0.09999999999999999,no
positive,3,3,1.426471745474507,0.6428571428571428,no
objective,0,0,1.785518491539432,0.0,no
negative,0,0,0.0,0.4,yes
neutral,1,1,0.0,0.0,yes
positive,0,0,0.0,0.06666666666666667,no
positive,1,1,3.47573912884161,0.7,no
positive,1,1,1.06419087648782,-0.15000000000000002,no
neutral,0,0,0.974863179065072,0.0,no
neutral,1,1,0.0,0.15,no
neutral,0,0,0.0,0.0,no
negative,2,2,1.00984837013447,0.45,no
objective,0,0,0.0,0.0,no
objective,2,2,2.020150896714053,-0.13181818181818183,no
positive,4,4,4.56836513061972,0.28409090909090906,no
negative,0,0,0.0,0.0,no
positive,1,1,1.787745207680097,0.3444444444444445,no
neutral,0,0,1.6217286055766889,-0.0625,no
negative,0,0,-0.592887503027689,-0.2125,no
negative,1,1,0.0,0.5,no
neutral,2,2,0.0,0.0,yes
positive,0,0,0.0,0.0,no
objective,0,0,2.39254002215274,0.0,no
negative,0,0,-0.604292567809281,-0.5,no
negative,1,1,-0.251932748037953,0.2857142857142857,no
positive,0,0,0.0,0.0,no
objective,0,0,0.0,0.0,no
positive,0,0,0.958225801158719,0.375,yes
neutral,2,2,0.102955795790479,-0.23076923076923078,yes
positive,1,1,0.0,0.0,yes
positive,0,0,0.0,0.5,yes
